TenCoSo,SoGiayPhep,DiaChi,NgayCap,TinhTrang,TenHinhThuc,SoCCHN_NDD
Phòng khám Nội tổng hợp,01033/SYT-GPHĐ,"317 Lê Đại Hành, Phường 13, Quận 11, TP Hồ Chí Minh",2013-12-12 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000677/BYT-CCHN
Phòng khám chuyên khoa Sản Phụ khoa,02505/SYT-GPHĐ,"315/3 Trần Bình Trọng, Phường 4, Quận 5, TP Hồ Chí Minh",2014-05-06 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000681/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt Chi nhánh Công ty Cổ phần Dịch vụ Bất động sản An Phú Hưng - Nha khoa Beverly Hills Bích Ngọc,00595/SYT-GPHĐ,"523 Lê Hồng Phong, Phường 2, Quận 10, TP Hồ Chí Minh",2013-11-05 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000683/HCM-CCHN
Phòng khám chuyên khoa Ngoại,04198/SYT-GPHĐ,"67/1 Ngô Gia Tự, Phường 2, Quận 10, TP Hồ Chí Minh",2015-01-14 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Ngoại,0006035/BYT-CCHN
Phòng chẩn trị y học cổ truyền,4930,"103/8 Bình Thới, Phường 11, Quận 11, TP Hồ Chí Minh",2015-10-23 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,000607/HCM-CCHN
Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,3712,"279 Nguyễn Tiểu La, Phường 8, Quận 10, TP Hồ Chí Minh",2014-10-27 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,000609/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,01634/SYT-GPHĐ,"1655 Phạm Thế Hiển, Phường 6, Quận 8, TP Hồ Chí Minh",2014-02-20 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000613/BYT-CCHN
Trung tâm cấp cứu Vạn Khang SOS thuộc Công ty TNHH Vạn Khang SOS,05363/SYT-GPHĐ,"113 Trần Bình Trọng, Phường 2, Quận 5, TP Hồ Chí Minh",2015-12-28 0:00:00,Đang hoạt động,"Cơ sở dịch vụ cấp cứu, hỗ trợ vận chuyển người bệnh",000601/VL-CCHN
Phòng khám chuyên khoa Ngoại,04933/SYT-GPHĐ,"424 Nguyễn Chí Thanh, Phường 6, Quận 10, TP Hồ Chí Minh",2015-10-27 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Ngoại,0006013/BYT-CCHN
Phòng khám chuyên khoa Nhi ,00987/SYT-GPHĐ,"804 Hồng Bàng, Phường 1, Quận 11, TP Hồ Chí Minh",2013-12-11 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,000622/HCM-CCHN
Phòng khám Nội tổng hợp,04611/SYT-GPHĐ,"D20/26B Võ Văn Vân, Ấp 4, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP Hồ Chí Minh",2015-06-29 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0006244/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,02490/SYT-GPHĐ,"100E Đinh Tiên Hoàng, Phường 1, Quận Bình Thạnh, TP Hồ Chí Minh",2014-05-06 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,0006274/BYT-CCHN
Phòng khám chuyên khoa Ngoại,04553/SYT-GPHĐ,"141A Trần Nhân Tôn, Phường 2, Quận 10, TP Hồ Chí Minh",2015-05-28 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Ngoại,000690/HCM-CCHN
PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT ,01400/HCM-GPHĐ,"331 Sư Vạn Hạnh, Phường 9, Quận 10, TP Hồ Chí Minh",2017-09-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000697/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,01941/SYT-GPHĐ,"177 Nguyễn Văn Khạ, KP1, T.T.Củ Chi , Huyện Củ Chi, TP Hồ Chí Minh",2014-03-19 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,000698/HCM-CCHN
Phòng khám Nội thần kinh,03197/SYT-GPHĐ,"29 Lê Lợi, KP 2, Phường Hiệp Phú, Quận 9, TP Hồ Chí Minh",2014-07-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nội thần kinh,000702/BYT-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,03366/SYT-GPHĐ,"337 Nguyễn Thiện Thuật, Phường 1, Quận 3, TP Hồ Chí Minh",2014-08-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,0006046/BYT-CCHN
Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,4589,"34 Lạc Long Quân, Phường 3, Quận 11, TP Hồ Chí Minh",2015-06-10 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,0006049/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt Công ty Cổ phần Đầu tư và Dịch vụ Trường Giang Sài Gòn,04446/SYT-GPHĐ,"09 Phùng Khắc Khoan, Phường Đa Kao, Quận 1, TP Hồ Chí Minh",2015-04-21 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000606/AG-CCHN
Phòng khám Nội tổng hợp,01253/SYT-GPHĐ,"463 Hồ Học Lãm, KP2, Phường An lạc , Quận Bình Tân, TP Hồ Chí Minh",2014-02-11 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000633/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,03790/HCM-GPHĐ,"90 Tây Hòa, KP4, Phường Phước Long A, Quận 9, TP Hồ Chí Minh",2017-05-09 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,0006371/BYT-CCHN
Phòng khám Nội tổng hợp,03986/SYT-GPHĐ,"80 Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, TP Hồ Chí Minh",2014-11-10 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000642/HCM-CCHN
Phòng khám chuyên khoa Ngoại,04890/SYT-GPHĐ,"36D An Dương Vương, Phường 16, Quận 8, TP Hồ Chí Minh",2015-10-09 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Ngoại,000705/HCM-CCHN
Phòng khám Nội tổng hợp ,00997/SYT-GPHĐ,"89/14 Thái Phiên, Phường 2, Quận 11, TP Hồ Chí Minh",2013-12-12 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000706/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00643/SYT-GPHĐ,"133 Lê Trọng Tấn, Phường Sơn Kỳ, Quận Tân Phú, TP Hồ Chí Minh",2013-11-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000708/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00765/SYT-GPHĐ,"403 (số cũ: 06) Bùi Đình Túy, Phường 14, Quận Bình Thạnh, TP Hồ Chí Minh",2013-11-29 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000712/HCM-CCHN
Phòng khám Nội tổng hợp,2161,"419 Hồng Bàng, Phường 14, Quận 5, TP Hồ Chí Minh",2014-04-01 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0006071/BYT-CCHN
phòng khám nội tổng hợp ,04137/SYT-GPHĐ,"29 Trần Bình Trọng, Phường 1, Quận 5, TP Hồ Chí Minh",2014-12-18 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0006087/BYT-CCHN
Phòng Chẩn trị Y học cổ truyền ,04628/SYT-GPHĐ,"283/1-283/3 Hàn Hải Nguyên, Phường 2, Quận 11, TP Hồ Chí Minh",2015-06-29 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,000611/HCM-CCHN
Phòng khám Nội tổng hợp,03472/SYT-GPHĐ,"366.A6 Phan Văn Trị, Phường 5, Quận Gò Vấp, TP Hồ Chí Minh",2016-04-20 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0006153/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,01659/SYT-GPHĐ,"715 Tỉnh lộ 10, KP2, Phường Bình Trị Đông B , Quận Bình Tân, TP Hồ Chí Minh",2014-02-20 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000659/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,01592/SYT-GPHĐ,"287 Lãnh Binh Thăng, Phường 8, Quận 11, TP Hồ Chí Minh",2014-02-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000663/HCM-CCHN
Phòng chẩn trị y học cổ truyền thuộc Chi nhánh Công  ty TNHH Y khoa Hoa Kỳ,04800/HCM-GPHĐ,"116A Hùng Vương, Phường 9, Quận 5, TP Hồ Chí Minh",2017-06-22 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,0006691/HCM-CCHN
Phòng khám Nội tổng hợp (thuộc Công ty TNHH Dịch vụ Y tế Sài Gòn Mới),00147/SYT-GPHĐ,"36 Khu phố 2 Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, TP Hồ Chí Minh",2013-06-25 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000720/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt ,404,"Số TK24/4 Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1, TP Hồ Chí Minh",2013-10-03 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000728/BYT-CCHN
Cơ sở dịch vụ làm răng giả,04165/SYT-GPHĐ,"215 Nguyễn Oanh, Phường 17, Quận Gò Vấp, TP Hồ Chí Minh",2015-01-06 0:00:00,Đang hoạt động,Cơ sở dịch vụ làm răng giả,0007359/HCM-CCHN
PHÒNG KHÁM NỘI TỔNG HỢP ,04003/SYT-GPHĐ,"884 Âu Cơ, Phường 14, Quận Tân Bình, TP Hồ Chí Minh",2014-11-11 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0006159/BYT-CCHN
Phòng khám Nội tổng hợp ,2306,"741 Phạm Văn Bạch, Phường 12, Quận Gò Vấp, TP Hồ Chí Minh",2014-04-22 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0006168/BYT-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,02275/SYT-GPHĐ,"91 Tân Vĩnh, Phường 6, Quận 4, TP Hồ Chí Minh",2014-04-21 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,0006191/BYT-CCHN
Phòng khám chuyên khoa Giải phẫu thẩm mỹ Hàn - Việt,03874/SYT-GPHĐ,"244A Pasteur, Phường 6, Quận 3, TP.Hồ Chí Minh",2014-10-30 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,0006268/BYT-CCHN
Phòng khám chuyên khoa Sản phụ khoa,04116/SYT-GPHĐ,"24C Phan Văn Hớn, Ấp 7, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP Hồ Chí Minh",2014-12-10 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000679/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt ,01720/SYT-GPHĐ,"247 Nguyễn Đình Chiểu, Phường 5, Quận 3, TP Hồ Chí Minh",2014-02-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000686/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng thuộc Công ty TNHH Một thành viên Phòng khám đa khoa Thanh Quan,01539/SYT-GPHĐ,"54 Nguyễn Thiện Thuật, Phường 2, Quận 3, TP Hồ Chí Minh",2014-02-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,000693/HCM-CCHN
Phòng khám Nội tổng hợp,02263/SYT-GPHĐ,"15/2 - 15/2A Nơ Trang Long, Phường 7, Quận Bình Thạnh, TP Hồ Chí Minh",2014-04-21 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000741/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00342/SYT-GPHĐ,"Tổ 1 Ấp Tân Tiến, Xã Tân Thông Hội, Huyện Củ Chi, TP Hồ Chí Minh",2013-09-30 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000744/HCM-CCHN
Phòng khám chuyên khoa Sản Phụ khoa,00610/SYT-GPHĐ,"70B Trần Bình Trọng, Phường 1, Quận 5, TP Hồ Chí Minh",2013-11-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000755/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,00192/SYT-GPHĐ,"221 Nơ Trang Long, Phường 12, Quận Bình Thạnh, TP Hồ Chí Minh",2013-07-09 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000758/HCM-CCHN
Phòng khám chuyên khoa Nhi,03728/SYT-GPHĐ,"183 Nguyễn Thị Định, KP 2, Phường Bình Trưng Tây, Quận 2, TP Hồ Chí Minh",2014-10-28 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,000635/HCM-CCHN
Phòng khám chuyên khoa Ngoại,02491/SYT-GPHĐ,"2972 Phạm Thế Hiển, Phường 7, Quận 8, TP Hồ Chí Minh",2014-05-06 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Ngoại,0006364/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,04935/HCM-GPHĐ,"24A Phan Văn Hớn, Ấp 7, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP Hồ Chí Minh",2017-02-21 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,0006370/BYT-CCHN
Phòng xét nghiệm,03864/SYT-GPHĐ,"541 Hậu Giang, Phường 11, Quận 6, TP Hồ Chí Minh",2014-10-30 0:00:00,Đang hoạt động,Phòng xét nghiệm,000695/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,03575/SYT-GPHĐ,"A002 Chung cư Phạm Viết Chánh, Phường 19, Quận Bình Thạnh, TP Hồ Chí Minh",2014-10-23 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000730/HCM-CCHN
Phòng chẩn trị y học cổ truyền,01758/SYT-GPHĐ,"56 Lương Nhữ Học, Phường 10, Quận 5, TP Hồ Chí Minh",2014-03-19 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,000645/BRVT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,03627/SYT-GPHĐ,"91 Xuân Hồng, Phường 12, Quận Tân Bình, TP Hồ Chí Minh",2014-10-27 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000647/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,03281/SYT-GPHĐ,"3/15 Võ Văn Tần, Phường 6, Quận 3, TP Hồ Chí Minh",2014-08-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000650/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00297/SYT-GPHĐ,"177 Phạm Phú Thứ, Phường 11, Quận Tân Bình, TP Hồ Chí Minh",2013-09-05 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000760/BYT-CCHN
Cơ sở dịch vụ làm răng giả,04072/SYT-GPHĐ,"566 Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh",2015-04-17 0:00:00,Đang hoạt động,Cơ sở dịch vụ làm răng giả,0007619/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,949,"441 (số cũ 9/5) Phan Huy Ích, Phường 14, Quận Gò Vấp, TP Hồ Chí Minh",2013-12-10 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000769/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,03629/SYT-GPHĐ,"47B Lạc Long Quân, Phường 1, Quận 11, TP Hồ Chí Minh",2014-10-27 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000734/HCM-CCHN
Phòng khám đa khoa Công ty TNHH Chăm sóc Y tế Hiệp Hòa,00018/SYT-GPHĐ,"31-31B-31A Trường Sơn, Phường 4, Quận Tân Bình, TP Hồ Chí Minh",2013-01-15 0:00:00,Đang hoạt động,Phòng khám đa khoa,000738/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00227/SYT-GPHĐ,"117 Bình Phú, Phường 11, Quận 6, TP Hồ Chí Minh",2013-08-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000744/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00558/SYT-GPHĐ,"43/2 Ấp Tân Tiến, Xã Xuân Thới Đông, Huyện Hóc Môn, TP Hồ Chí Minh",2013-11-05 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000769/HCM-CCHN
Phòng khám đa khoa Công ty TNHH Phòng khám đa khoa Phước Linh,03521/SYT-GPHĐ,"210 Phạm Đăng Giảng, Phường Bình Hưng Hòa , Quận Bình Tân, TP Hồ Chí Minh",2014-09-16 0:00:00,Đang hoạt động,Phòng khám đa khoa,000770/CM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,03363/SYT-GPHĐ,"366 Quang Trung, Phường 10, Quận Gò Vấp, TP Hồ Chí Minh",2014-08-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000773/BYT-CCHN
Phòng khám Nội tổng hợp,00629/SYT-GPHĐ,"223 Đường số 8, Phường 4, Quận 8, TP Hồ Chí Minh",2013-11-12 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000658/HCM-CCHN
PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT ,01433/SYT-GPHĐ,"931 Hồng Bàng, Phường 9, Quận 6, TP Hồ Chí Minh",2014-02-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000660/HCM-CCHN
Phòng khám đa khoa thuộc Công ty Cổ phần phòng khám Nhi Đồng Thành phố,00010/SYT-GPHĐ,"31 Lý Tự Trọng, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",2012-11-30 0:00:00,Đang hoạt động,Phòng khám đa khoa,000661/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00639/SYT-GPHĐ,"71B Nguyễn Khắc Nhu, Phường Cô Giang, Quận 1, TP Hồ Chí Minh",2013-11-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000674/HCM-CCHN
Phòng khám chuyên khoa Da liễu (thuộc Công ty TNHH Phúc Sinh An Medilas),03254/SYT-GPHĐ,"108 Pasteur, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",2014-07-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Da liễu,000784/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00594/SYT-GPHĐ,"SS3 Hồng Lĩnh - CXBH, Phường 15, Quận 10, TP Hồ Chí Minh",2013-11-05 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000792/HCM-CCHN
Phòng khám chuyên khoa Sản Phụ khoa ,01049/SYT-GPHĐ,"449 Thống Nhất, Phường 11, Quận Gò Vấp, TP Hồ Chí Minh",2015-07-10 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000798/HCM-CCHN
Phòng khám Nội tổng hợp,03504/SYT-GPHĐ,"31 Đường số 17, Phường 4, Quận 8, TP Hồ Chí Minh",2014-10-22 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000747/HCM-CCHN
Phòng khám chuyên khoa Sản Phụ khoa,03076/SYT-GPHĐ,"86D/4 Hùng Vương, Phường 9, Quận 5, TP Hồ Chí Minh",2014-07-14 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000754/HCM-CCHN
Bệnh viện Chấn thương Chỉnh hình,04161/SYT-GPHĐ,"929 Trần Hưng Đạo, Phường 1, Quận 5, TP Hồ Chí Minh",2014-12-19 0:00:00,Đang hoạt động,Bệnh viện chuyên khoa,000678/HCM-CCHN
Phòng khám chuyên khoa Nhi,00748/SYT-GPHĐ,"359A Lê Quang Định, Phường 5, Quận Bình Thạnh, TP Hồ Chí Minh",2013-11-29 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,000696/HCM-CCHN
Phòng khám Nội tổng hợp,00122/SYT-GPHĐ,"100 Võ Trứ, Phường 9, Quận 8, TP Hồ Chí Minh",2013-05-24 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000701/HCM-CCHN
Phòng khám chuyên khoa Mắt,01490/SYT-GPHĐ,"93/2 (số cũ: 32/9) Phạm Văn Hai, Phường 3, Quận Tân Bình, TP Hồ Chí Minh",2014-02-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Mắt,000702/HCM-CCHN
Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,3107,"224 Bến Vân Đồn, Phường 5, Quận 4, TP Hồ Chí Minh",2014-07-14 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,000799/BYT-CCHN
Phòng khám nội tổng hợp ,04172/SYT-GPHĐ,"55 An Điềm, Phường 10, Quận 5, TP Hồ Chí Minh",2015-01-06 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000817/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,04305/SYT-GPHĐ,"495/9 Tô Hiến Thành, Phường 14, Quận 10, TP Hồ Chí Minh",2015-03-04 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,0008185/HCM-CCHN
Phòng khám chuyên khoa Nhi,00267/SYT-GPHĐ,"2003 Phạm Thế Hiển, Phường 6, Quận 8, TP Hồ Chí Minh",2014-10-22 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,000820/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt ,03690/SYT-GPHĐ,"31 Trịnh Lỗi, Phường Phú Thọ Hòa, Quận Tân Phú, TP Hồ Chí Minh",2014-10-30 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000762/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,03692/SYT-GPHĐ,"443 Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, TP Hồ Chí Minh",2014-10-27 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000763/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt ,02404/SYT-GPHĐ,"63 Trần Hưng Đạo, Phường 6, Quận 5, TP Hồ Chí Minh",2014-04-22 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000765/BYT-CCHN
None,00199/SYT-GPHĐ,"97-99 Đường số 10, Phường 13, Quận 6, TP.Hồ Chí Minh",2013-07-24 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Da liễu,000709/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,03221/SYT-GPHĐ,"1/1A Ấp Nam Lân, Xã Bà Điểm , Huyện Hóc Môn, TP Hồ Chí Minh",2014-07-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000714/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00609/SYT-GPHĐ,"37 Đường số 3, Cư xá Lữ Gia, Phường 15, Quận 11, TP Hồ Chí Minh",2013-11-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000718/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00550/SYT-GPHĐ,"780 Hưng Phú, Phường 10, Quận 8, TP Hồ Chí Minh",2013-11-05 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000723/HCM-CCHN
Phòng khám Nội tổng hợp,00020/SYT-GPHĐ,"39 Bàu Cát 1, Phường 14, Quận Tân Bình, TP Hồ Chí Minh",2013-01-16 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000825/HCM-CCHN
Phòng khám chuyên khoa Nhi,01148/SYT-GPHĐ,"51 Quốc lộ 1K, Khu phố 2, Phường Linh Xuân, Quận Thủ Đức, TP Hồ Chí Minh",2013-12-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,000837/HCM-CCHN
Phòng khám Nội tổng hợp ,00679/SYT-GPHĐ,"217 Bãi Sậy, Phường 4, Quận 6, TP Hồ Chí Minh",2013-11-13 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000842/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00444/SYT-GPHĐ,"244 Cách Mạng Tháng 8, Phường 10, Quận 3, TP Hồ Chí Minh",2013-10-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000845/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,01317/SYT-GPHĐ,"311 Nhật tảo, Phường 8, Quận 10, TP Hồ Chí Minh",2014-01-22 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000767/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt ,00458/SYT-GPHĐ,"06 Phạm Hùng, Phường 10, Quận 8, TP Hồ Chí Minh",2013-10-15 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000768/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt Công ty TNHH Dịch vụ Nha khoa SP,00830/SYT-GPHĐ,"198 Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, TP Hồ Chí Minh",2013-12-06 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000768/HCM-CCHN
Phòng khám Nội tổng hợp,02654/SYT-GPHĐ,"49 Đường số 6 KDC Cầu Xáng, Ấp 3, Xã Phạm Văn Hai, Huyện Bình Chánh, TP Hồ Chí Minh",2014-05-08 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000725/HCM-CCHN
