"TenCoSo","SoGiayPhep","DiaChi","NgayCap","TinhTrang","TenHinhThuc","SoCCHN_NDD"
"Phòng khám chuyên khoa Răng Hàm Mặt","03607/HCM-GPHĐ","387 Lê Quang ĐỊnh, Phường 5, Quận Bình Thạnh, TP Hồ Chí Minh","2017-08-29 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004144/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","00760/SYT-GPHĐ","441 Lê Quang Định, Phường 5, Quận Bình Thạnh, TP Hồ Chí Minh","2013-11-29 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004148/HCM-CCHN"
"Trạm Y tế Phường Thới An Quận 12","05105/SYT-GPHĐ","30 Đường Thới An 16, KP2, Phường Thới An, Quận 12, TP Hồ Chí Minh.","2015-12-18 00:00:00","Đang hoạt động","Trạm y tế phường xã ","0029753/HCM-CCHN"
"phòng khám chuyên khoa răng hàm mặt","00483/SYT-GPHĐ","470 Lê Văn Sỹ, Phường 14, Quận 3, TP Hồ Chí Minh","2013-10-23 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","002976/HCM-CCHN"
"Phòng khám Nội tổng hợp","03518/SYT-GPHĐ","127 Bà Huyện Thanh Quan, Phường 9, Quận 3, TP Hồ Chí Minh","2014-10-22 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","002980/BYT-CCHN"
"PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT ","01391/SYT-GPHĐ","240 Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, TP Hồ Chí Minh","2014-02-11 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","002989/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","01884/SYT-GPHĐ","52 Nguyễn Kim, Phường 6, Quận 10, TP Hồ Chí Minh","2014-03-20 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004162/HCM-CCHN"
"Phòng khám chuyên khoa Nhi","00221/SYT-GPHĐ","373/175 Lý Thường Kiệt, Phường 9, Quận Tân Bình, TP Hồ Chí Minh","2013-08-08 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","004180/HCM-CCHN"
"Phòng khám chuyên khoa Sản Phụ khoa","01973/SYT-GPHĐ","525 Huỳnh Văn Bánh, Phường 14, Quận Phú Nhuận, TP Hồ Chí Minh","2014-03-24 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","004251/HCM-CCHN"
"Phòng khám chuyên khoa Da liễu ","02883/SYT-GPHĐ","63 Trường Chinh, Phường 12, Quận Tân Bình, TP Hồ Chí Minh","2014-05-30 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","004258/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","00651/SYT-GPHĐ","343 Tân Kỳ Tân Quý, Phường Tân Quý, Quận Tân Phú, TP Hồ Chí Minh","2013-11-12 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","003767/HCM-CCHN"
"Phòng khám chuyên khoa Da liễu thuộc Công ty TNHH Sản xuất - Thương mại & Hóa chất Phương Đông - Chi nhánh 3","00925/SYT-GPHĐ","Lầu 5, 6, 7, 8, 9, 10 - 244A Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, TP Hồ Chí Minh","2014-10-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","003771/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt thuộc Chi nhánh Công ty TNHH Nha khoa Hoa Mỹ - Nha khoa Denta","00684/SYT-GPHĐ","179A Lê Văn Sỹ, Phường 14, Quận Phú Nhuận, TP Hồ Chí Minh","2013-11-15 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","003779/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt Bs. Lê Thị Giang","05204/HCM-GPHĐ","224A Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TP Hồ Chí Minh","2017-06-30 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004265/HCM-CCHN"
"Phòng khám chuyên khoa Da liễu","03139/SYT-GPHĐ","140 Bàu Cát 3, Phường 14, Quận Tân Bình, TP Hồ Chí Minh","2014-07-14 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","004289/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","01919","443/6 Lê Văn Sỹ, Phường 12, Quận 3, TP Hồ Chí Minh","2014-04-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004302/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt (thuộc Chi nhánh Công ty cổ phần Nha khoa Thế hệ mới)","01019/SYT-GPHĐ ","472B Trần Hưng Đạo, Phường 2, Quận 5, TP Hồ Chí Minh","2013-12-12 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004308/HCM-CCHN"
"Phòng khám chuyên khoa Da liễu (thuộc Chi nhánh Công ty TNHH Mộ thành viên Thẩm mỹ Charm)","05367/SYT-GPHĐ","64 Đường 3 Tháng 2, Phường 12, Quận 10, TP Hồ Chí Minh","2015-12-28 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","0029968/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","04128/SYT-GPHĐ","05 Bạch Đằng, Phường 2, Quận Tân Bình, TP Hồ Chí Minh","2014-12-18 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","003002/HCM-CCHN"
"Trạm Y tế Phường 15 Quận Phú Nhuận","05071/SYT-GPHĐ","09 Nguyễn Trọng Tuyển, Phường 15, Quận Phú Nhuận, TP Hồ Chí Minh","2015-12-18 00:00:00","Đang hoạt động","Trạm y tế phường xã ","0030045/HCM-CCHN"
"Phòng khám chuyên khoa Tai Mũi Họng","01240/SYT-GPHĐ","91 Ngô Quyền, Phường 11, Quận 5, TP Hồ Chí Minh","2013-12-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","003781/HCM-CCHN"
"Phòng khám chuyên khoa Mắt","02441/SYT-GPHĐ","48/4 Tổ 12, Khu phố 2, Phường Thạnh Lộc, Quận 12, TP Hồ Chí Minh","2014-04-24 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Mắt","003786/HCM-CCHN"
"Phòng khám chuyên khoa Tai mũi họng","03003/SYT-GPHĐ","48/4 Hồ Biểu Chánh, Phường 11, Quận Phú Nhuận, TP Hồ Chí Minh","2014-06-13 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","003787/HCM-CCHN"
"Phòng chẩn trị Y học cổ truyền","02576/SYT-GPHĐ","C4/1C Ấp 3, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP Hồ Chí Minh","2016-12-07 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","004315/HCM-CCHN"
"Phòng chẩn trị y học cổ truyền","01757/SYT-GPHĐ","177 Lý Thái Tổ, Phường 9, Quận 10, TP Hồ Chí Minh","2014-03-19 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","004321/HCM-CCHN"
"Phòng chẩn trị y học cổ truyền","01865/HCM-GPHĐ","1339 Tỉnh lộ 7, Ấp Chợ Củ 2, Xã An Nhơn Tây, Huyện Củ Chi, TP Hồ Chí Minh","2017-08-31 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","004331/HCM-CCHN"
"Phòng khám chuyên khoa Nhi ","00803/SYT-GPHĐ","508/2 (số cũ 508B) Nguyễn Đình Chiểu, Phường 4, Quận 3, TP Hồ Chí Minh","2013-12-06 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","003010/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt ","00307","136/6 Trường Chinh, tổ 2, khu phố 2, Phường Tân Thới Nhất, Quận 12, TP Hồ Chí Minh","2015-09-25 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","003015/HCM-CCHN"
"Phòng khám Nội tổng hợp","00798/SYT-GPHĐ","101 KP2 Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, TP Hồ Chí Minh","2013-12-06 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","003018/HCM-CCHN"
"Phòng khám chuyên khoa Chấn thương chỉnh hình","02954/SYT-GPHĐ","1096 Cách Mạng Tháng Tám, Phường 4, Quận Tân Bình, TP Hồ Chí Minh","2014-06-04 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Chấn thương chỉnh hình ","003789/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt ","00465/SYT-GPHĐ","70 Kinh Dương Vương, Phường 13, Quận 6, TP Hồ Chí Minh","2013-10-15 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","003803/HCM-CCHN"
"Phòng khám Nội thần kinh","02510/SYT-GPHĐ","20 Thuận Kiều, Phường 12, Quận 5, TP Hồ Chí Minh","2014-05-06 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nội thần kinh","003833/HCM-CCHN"
"Phòng khám chuyên khoa Sản phụ khoa","02276/SYT-GPHĐ","D7/63 Trịnh Như Khuê, Ấp 4, Xã Bình Chánh, Huyện Bình Chánh, TP Hồ Chí Minh","2014-04-21 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","003844/HCM-CCHN"
"Phòng chẩn trị Y học cổ truyền","03879/SYT-GPHĐ","566 Trường Sa, Phường 2, Quận Phú Nhuận, TP Hồ Chí Minh","2014-10-31 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","004335/HCM-CCHN"
"Phòng Chẩn trị Y học cổ truyền ","04196/SYT-GPHĐ","63/5/1 Quốc lộ 22, Tổ 3, Ấp Bàu Tre 1, Xã Tân An Hội, Huyện Củ Chi, TP Hồ Chí Minh","2015-01-08 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","004336/HCM-CCHN"
"Phòng chẩn trị Y học cổ truyền","02575/SYT-GPHĐ","250 Đường số 10 (số cũ: 105/7 Lê Văn Thọ, Phường 11), Phường 9, Quận Gò Vấp, TP Hồ Chí Minh","2014-05-06 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","004340/HCM-CCHN"
"Trạm Y tế Phường 10 Quận 4","05339/SYT-GPHĐ","122/30A Tôn Đản, Phường 10, Quận 4, TP Hồ Chí Minh","2015-12-28 00:00:00","Đang hoạt động","Trạm y tế phường xã ","0030210/HCM-CCHN"
"Phòng khám chuyên khoa Nội thần kinh","03285/SYT-GPHĐ","28 Khu phố 2, Đường số 47, Phường Tân Phong, Quận 7, TP Hồ Chí Minh","2014-08-13 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nội thần kinh","003027/BYT-CCHN"
"Phòng khám chuyên khoa Chấn thương chỉnh hình ","01530/SYT-GPHĐ","270K Võ Thị Sáu, Phường 7, Quận 3, TP Hồ Chí Minh","2014-02-12 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Chấn thương chỉnh hình ","003039/HCM-CCHN"
"Phòng chẩn trị y học cổ truyền","04746/SYT-GPHĐ","519/7/12 Đường số 10, Phường 8, Quận Gò Vấp, TP Hồ Chí Minh","2015-08-14 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","0030425/HCM-CCHN"
"Công ty Cổ phần Up Dental","05047/SYT-GPHĐ","Số 2 Đường D3, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh","2015-12-18 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004351/HCM-CCHN"
"Phòng khám chuyên khoa Sản phụ khoa","01611/HCM-GPHĐ","92E Bis Hậu Giang, Phường 6, Quận 6, TP Hồ Chí Minh","2017-09-13 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","004382/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt ","03533/SYT-GPHĐ","278 Nguyễn Thị Thập, Phường Tân Quy, Quận 7, TP Hồ Chí Minh","2014-10-23 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004408/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","01818/SYT-GPHĐ","538 Ngô Gia Tự, Phường 9, Quận 5, TP Hồ Chí Minh","2014-03-18 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","003873/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","00435/SYT-GPHĐ","1/1 Trần Nhật Duật, Phường Tân Định, Quận 1, TP Hồ Chí Minh","2013-10-08 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","003878/HCM-CCHN"
"Phòng khám chuyên khoa Tâm thần ","00290/SYT-GPHĐ","117/14 Bàn Cờ, Phường 3, Quận 3, TP Hồ Chí Minh","2013-08-30 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tâm thần","003895/HCM-CCHN"
"Phòng khám chuyên khoa Sản phụ khoa","03565","307/15 Nguyễn Văn Trỗi, Phường 1, Quận Tân Bình, TP Hồ Chí Minh","2015-05-28 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","003897/HCM-CCHN"
"Trạm Y tế Phường 3 Quận 8","05245/SYT-GPHĐ","314 Âu Dương Lân, Phường 3, Quận 8, TP Hồ Chí Minh","2015-12-24 00:00:00","Đang hoạt động","Trạm y tế phường xã ","003043/HCM-CCHN"
"Phòng khám Nội tổng hợp","01707/SYT-GPHĐ","46 Đinh Tiên Hoàng, Phường 1, Quận Bình Thạnh, TP Hồ Chí Minh","2014-02-25 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","003044/HCM-CCHN"
"Trạm Y tế Phường 7 Quận 5","05096/SYT-GPHĐ","123 Bùi Hữu Nghĩa, Phường 7, Quận 5, TP Hồ Chí Minh","2015-12-18 00:00:00","Đang hoạt động","Trạm y tế phường xã ","0030510/HCM-CCHN"
"None","00185/SYT-GPHĐ","130 Phan Văn Trị, Phường 12, Quận Bình Thạnh, TP.Hồ Chí Minh","2013-07-09 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","003052/HCM-CCHN"
"Phòng khám Nội tổng hợp","01079/SYT-GPHĐ","C5/6 Ấp 3, Xã Tân Kiên, Huyện Bình Chánh, TP Hồ Chí Minh","2013-12-16 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","003898/HCM-CCHN"
"Phòng khám Nội tổng hợp","00967/SYT-GPHĐ","138/29 Nguyễn Trãi, Phường 3, Quận 5, TP Hồ Chí Minh","2013-12-11 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","003899/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt ","04147/SYT-GPHĐ","158B Trường Chinh, Phường 12, Quận Tân Bình, TP Hồ Chí Minh","2014-12-19 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","003900/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","00919/HCM-GPHĐ","1639 Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, TP Hồ Chí Minh","2017-07-26 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004424/HCM-CCHN"
"Phòng khám chuyên khoa Sản phụ khoa","02352/SYT-GPHĐ","79 Đường số 30, Phường Tân Phong, Quận 7, TP Hồ Chí Minh","2014-05-06 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","004442/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","04281/SYT-GPHĐ","324 Trần Bình Trọng, Phường 4, Quận 5, TP Hồ Chí Minh","2015-02-10 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004447/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt ","03508/SYT-GPHĐ","491/9 Nguyễn Đình Chiểu, Phường 2, Quận 3, TP Hồ Chí Minh","2014-10-22 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","003063/HCM-CCHN"
"Phòng khám chuyên khoa Mắt","01806/SYT-GPHĐ","628A Nguyễn Trãi, Phường 8, Quận 5, TP Hồ Chí Minh","2014-03-18 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Mắt","003075/HCM-CCHN"
"Trạm Y tế Phường Bình Trưng Đông Quận 2","05292/SYT-GPHĐ","530/10 Nguyễn Duy Trinh, KP4, Phường Bình Trưng Đông, Quận 2, TP Hồ Chí Minh","2015-12-28 00:00:00","Đang hoạt động","Trạm y tế phường xã ","0030790/HCM-CCHN"
"Trạm Y tế Phường 3 Quận Bình Thạnh","05251/SYT-GPHĐ","91/18G Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh, TP Hồ Chí Minh","2015-12-24 00:00:00","Đang hoạt động","Trạm y tế phường xã ","0030904/HCM-CCHN"
"Phòng khám chuyên khoa Nhi","02359/SYT-GPHĐ","453 Hồ Học Lãm, KP 2, Phường An lạc , Quận Bình Tân, TP Hồ Chí Minh","2014-04-21 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","003903/HCM-CCHN"
"PHÒNG KHÁM CHUYÊN KHOA SẢN PHỤ KHOA","03606","466 Tên Lửa, KP 5, Phường Bình Trị Đông B , Quận Bình Tân, TP Hồ Chí Minh","2014-10-24 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","003907/HCM-CCHN"
"PHÒNG KHÁM CHUYÊN KHOA SẢN PHỤ KHOA","02482","4/12 Ấp 3, Quốc lộ 1A, Xã Tân Quý Tây, Huyện Bình Chánh, TP Hồ Chí Minh","2014-04-26 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","003938/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","03632/SYT-GPHĐ","173 Xuân Hồng, Phường 12, Quận Tân Bình, TP Hồ Chí Minh","2014-10-27 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","003093/HCM-CCHN"
"Trạm Y tế Phường 2 Quận Bình Thạnh","05136/SYT-GPHĐ","86 (số cũ: 60) Vũ Tùng, Phường 2, Quận Bình Thạnh, TP Hồ Chí Minh","2015-12-18 00:00:00","Đang hoạt động","Trạm y tế phường xã ","0030937/HCM-CCHN"
"Trạm Y tế Xã Phước Lộc Huyện Nhà Bè","05225/SYT-GPHĐ","423/1 Đào Sư Tích, Ấp 1, Xã Phước Lộc , Huyện Nhà Bè, TP Hồ Chí Minh","2015-12-24 00:00:00","Đang hoạt động","Trạm y tế phường xã ","0030949/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","04285/SYT-GPHĐ","637C Trần Hưng Đạo, Phường 1, Quận 5, TP Hồ Chí Minh","2015-02-10 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004452/HCM-CCHN"
"PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT ","01422/SYT-GPHĐ","311 Đường số 7, Phường Bình Trị Đông B , Quận Bình Tân, TP Hồ Chí Minh","2014-02-11 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004453/HCM-CCHN"
"Phòng khám đa khoa (thuộc Chi nhánh Công ty cổ phần Chăm sóc sức khỏe Việt Gia)","03264/SYT-GPHĐ","166 Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, TP Hồ Chí Minh","2014-07-31 00:00:00","Đang hoạt động","Phòng khám đa khoa","004462/HCM-CCHN"
"Phòng khám chuyên khoa Nhi","02176/SYT-GPHĐ","149 (số cũ: 229/14) Quốc lộ 13, Phường 26, Quận Bình Thạnh, TP Hồ Chí Minh","2014-04-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","003095/HCM-CCHN"
"Trạm Y tế Phường 6 Quận Bình Thạnh","05187/SYT-GPHĐ","45/25/17 Nguyễn Văn Đậu, Phường 6, Quận Bình Thạnh, TP Hồ Chí Minh","2015-12-24 00:00:00","Đang hoạt động","Trạm y tế phường xã ","0030958/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","01575/SYT-GPHĐ","91 Ấp 4, Xã Đông Thạnh , Huyện Hóc Môn, TP Hồ Chí Minh","2016-10-19 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","003102/HCM-CCHN"
"Trạm Y tế Phường Phú Mỹ Quận 7","05238/SYT-GPHĐ","1705 Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, TP Hồ Chí Minh","2015-12-24 00:00:00","Đang hoạt động","Trạm y tế phường xã ","0031048/HCM-CCHN"
"Phòng khám chuyên khoa Sản phụ khoa","01964/SYT-GPHĐ","160B/1C Vườn Lài, Phường Tân Thành, Quận Tân Phú, TP Hồ Chí Minh","2014-03-12 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","003942/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","00926/SYT-GPHĐ","433 Đỗ Xuân Hợp, KP5, Phường Phước Long B, Quận 9, TP Hồ Chí Minh","2015-12-16 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","003950/HCM-CCHN"
"Phòng khám Nội tổng hợp","00732/SYT-GPHĐ","319 Phú Thọ Hòa, Phường Phú Thọ Hòa, Quận Tân Phú, TP Hồ Chí Minh","2013-12-06 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","003953/HCM-CCHN"
"Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","00140/SYT-GPHĐ","355 VõVăn Tần, Phường 5, Quận 3, TP Hồ Chí Minh","2015-11-16 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","003954/HCM-CCHN"
"PHÒNG KHÁM NỘI TỔNG HỢP ","01961/SYT-GPHĐ","93/4 Nguyễn Ảnh Thủ, Ấp Vạn Hạnh, Xã Trung Chánh, Huyện Hóc Môn, TP Hồ Chí Minh","2014-03-19 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","004483/BYT-CCHN"
"Phòng khám chuyên khoa Chấn thương chỉnh hình","03080/SYT-GPHĐ","48/9 Quang Trung, Phường 10, Quận Gò Vấp, TP Hồ Chí Minh","2014-07-14 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Chấn thương chỉnh hình ","004500/HCM-CCHN"
"Phòng khám chuyên khoa Ngoại (Chấn thương chỉnh hình)","03092/SYT-GPHĐ","96 Nghĩa Thục, Phường 5, Quận 5, TP Hồ Chí Minh","2014-07-14 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Chấn thương chỉnh hình ","004511/HCM-CCHN"
"Phòng khám chuyên khoa Lao và bệnh Phổi","02748/SYT-GPHĐ","1103A Tự Lập, Phường 4, Quận Tân Bình, TP Hồ Chí Minh","2014-05-15 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Lao và bệnh phổi","004523/BYT-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","01007/SYT-GPHĐ","49/23B Phạm Văn Chiêu, Phường 16, Quận Gò Vấp, TP Hồ Chí Minh","2013-12-12 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","003967/HCM-CCHN"
"Phòng khám đa khoa thuộc Công ty Cổ phần Y tế Tân Sơn Nhất","00475/SYT-GPHĐ","689/27 Nguyễn Kiệm, Phường 3, Quận Gò Vấp, TP Hồ Chí Minh","2013-10-23 00:00:00","Đang hoạt động","Phòng khám đa khoa","005766/HCM-CCHN"
"Phòng khám chuyên khoa Da liễu thuộc Công ty TNHH Tú Lang","00308/SYT-GPHĐ","159/14A Hoàng Văn Thụ, Phường 8, Quận Phú Nhuận, TP Hồ Chí Minh","2013-09-09 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","003990/HCM-CCHN"
